,country,date,model,precede,preValue
42992,4,2020-11-04,l2,12,1108451.8532850104
43079,4,2020-11-04,l2,9,1138074.6330455337
43050,4,2020-11-04,l2,10,1117242.0535715034
43021,4,2020-11-04,l2,11,1107315.3538707353
130796,4,2020-11-04,l3,2,1118562.412629624
244437,4,2020-11-04,sjka,3,1104419.0
244379,4,2020-11-04,sjka,5,1110801.0
244408,4,2020-11-04,sjka,4,1111876.0
244524,4,2020-11-04,sjka,0,1099067.0
244466,4,2020-11-04,sjka,2,1106821.0
244495,4,2020-11-04,sjka,1,1101301.0
244263,4,2020-11-04,sjka,9,1104422.0
244089,4,2020-11-04,sjka,15,1019481.0
244060,4,2020-11-04,sjka,16,1014989.0
244031,4,2020-11-04,sjka,17,1015094.0
244118,4,2020-11-04,sjka,14,1048260.0
244205,4,2020-11-04,sjka,11,1093348.0
244176,4,2020-11-04,sjka,12,1091075.0
244234,4,2020-11-04,sjka,10,1107180.0
244147,4,2020-11-04,sjka,13,1093503.0
244350,4,2020-11-04,sjka,6,1112423.0
244292,4,2020-11-04,sjka,8,1104536.0
244002,4,2020-11-04,sjka,18,1000455.0
243973,4,2020-11-04,sjka,19,1010058.0
243944,4,2020-11-04,sjka,20,995390.0
244321,4,2020-11-04,sjka,7,1107808.0
243915,4,2020-11-04,sjka,21,987919.0
42848,4,2020-11-05,l2,18,1102532.2697062087
42877,4,2020-11-05,l2,17,1090532.135301113
244003,4,2020-11-05,sjka,19,1015538.0
130855,4,2020-11-05,l3,1,1128595.6168690156
187805,4,2020-11-05,lanl,1,1159824.72
42906,4,2020-11-05,l2,16,1099583.73872827
130884,4,2020-11-05,l3,0,1125988.360741563
243974,4,2020-11-05,sjka,20,1025763.0
130304,4,2020-11-05,l3,20,1154652.0518939574
42993,4,2020-11-05,l2,13,1133307.271672997
130478,4,2020-11-05,l3,14,1158659.2383100544
130797,4,2020-11-05,l3,3,1146021.8992087792
42935,4,2020-11-05,l2,15,1126388.74824582
243945,4,2020-11-05,sjka,21,1010405.0
130826,4,2020-11-05,l3,2,1136858.6137392377
42964,4,2020-11-05,l2,14,1125295.3995103657
243916,4,2020-11-05,sjka,22,1003021.0
130536,4,2020-11-05,l3,12,1173165.3167905177
244148,4,2020-11-05,sjka,14,1116603.0
187646,4,2020-11-05,lanl,22,1537529.48219618
187699,4,2020-11-05,lanl,15,1575208.79213665
130507,4,2020-11-05,l3,13,1167661.390822664
42616,4,2020-11-05,l2,26,1710250.2812438854
42645,4,2020-11-05,l2,25,1676326.677902318
244119,4,2020-11-05,sjka,15,1067148.0
42674,4,2020-11-05,l2,24,1589249.8734321322
42558,4,2020-11-05,l2,28,1728253.7086875031
42529,4,2020-11-05,l2,29,1732455.7894215186
187672,4,2020-11-05,lanl,18,1315799.10276507
42587,4,2020-11-05,l2,27,1753970.548674858
244177,4,2020-11-05,sjka,13,1113587.0
42703,4,2020-11-05,l2,23,1429108.5316301305
42790,4,2020-11-05,l2,20,1185441.891406597
244061,4,2020-11-05,sjka,17,1031409.0
187778,4,2020-11-05,lanl,4,1205214.56
244032,4,2020-11-05,sjka,18,1031551.0
42819,4,2020-11-05,l2,19,1132160.0200484986
43370,4,2020-11-05,l2,0,1125234.5148243024
42732,4,2020-11-05,l2,22,1350163.7717634346
187725,4,2020-11-05,lanl,11,1262306.86695206
244090,4,2020-11-05,sjka,16,1035941.0
187752,4,2020-11-05,lanl,8,1224782.53
42761,4,2020-11-05,l2,21,1299346.8633876932
130130,4,2020-11-05,l3,26,1126726.9316143005
187593,4,2020-11-05,lanl,29,1456937.71936917
130159,4,2020-11-05,l3,25,1139567.8808916835
130101,4,2020-11-05,l3,27,1150843.828519398
130652,4,2020-11-05,l3,8,1162858.136436457
130043,4,2020-11-05,l3,29,1147973.7261575195
130072,4,2020-11-05,l3,28,1168529.863007728
130333,4,2020-11-05,l3,19,1157651.8176843736
130275,4,2020-11-05,l3,21,1145022.628580697
130594,4,2020-11-05,l3,10,1176826.4276690928
130188,4,2020-11-05,l3,24,1169580.5686326989
130246,4,2020-11-05,l3,22,1140975.9714323257
130623,4,2020-11-05,l3,9,1172940.2704897511
130217,4,2020-11-05,l3,23,1157070.8511052472
130449,4,2020-11-05,l3,15,1146334.9797604776
130565,4,2020-11-05,l3,11,1178407.8858350196
130739,4,2020-11-05,l3,5,1151986.7526968012
43138,4,2020-11-05,l2,8,1142752.599044852
130420,4,2020-11-05,l3,16,1147348.9576935852
130391,4,2020-11-05,l3,17,1149685.0156170044
43167,4,2020-11-05,l2,7,1150645.5943764783
43109,4,2020-11-05,l2,9,1141685.8295739258
43051,4,2020-11-05,l2,11,1143088.8290010758
43022,4,2020-11-05,l2,12,1132045.8956279345
187619,4,2020-11-05,lanl,25,1288317.64720257
130768,4,2020-11-05,l3,4,1148669.9935585146
43080,4,2020-11-05,l2,10,1168046.9777275636
43196,4,2020-11-05,l2,6,1146813.076997152
130681,4,2020-11-05,l3,7,1153919.8915233891
130362,4,2020-11-05,l3,18,1154312.7349706432
43283,4,2020-11-05,l2,3,1133469.9998848948
43254,4,2020-11-05,l2,4,1134783.306013346
43225,4,2020-11-05,l2,5,1147481.2750028346
130710,4,2020-11-05,l3,6,1152238.1887832796
43341,4,2020-11-05,l2,1,1121996.7968536916
43312,4,2020-11-05,l2,2,1126168.283057057
244322,4,2020-11-05,sjka,8,1132146.0
244525,4,2020-11-05,sjka,1,1120863.0
244554,4,2020-11-05,sjka,0,1124879.0
244293,4,2020-11-05,sjka,9,1128519.0
244496,4,2020-11-05,sjka,2,1123181.0
244438,4,2020-11-05,sjka,4,1126446.0
244409,4,2020-11-05,sjka,5,1136223.0
244351,4,2020-11-05,sjka,7,1137190.0
244380,4,2020-11-05,sjka,6,1135209.0
244467,4,2020-11-05,sjka,3,1129909.0
243829,4,2020-11-05,sjka,25,1236781.0
243800,4,2020-11-05,sjka,26,1209656.0
244264,4,2020-11-05,sjka,10,1128314.0
243858,4,2020-11-05,sjka,24,1337017.0
243742,4,2020-11-05,sjka,28,1131635.0
243713,4,2020-11-05,sjka,29,855210.0
244235,4,2020-11-05,sjka,11,1131263.0
243771,4,2020-11-05,sjka,27,1197800.0
244206,4,2020-11-05,sjka,12,1116019.0
243887,4,2020-11-05,sjka,23,1021999.0
243772,4,2020-11-06,sjka,28,1226490.0
244468,4,2020-11-06,sjka,4,1153037.0
243888,4,2020-11-06,sjka,24,1038528.0
130102,4,2020-11-06,l3,28,1180868.0922844969
187779,4,2020-11-06,lanl,5,1238316.33
187673,4,2020-11-06,lanl,19,1352180.36327748
243743,4,2020-11-06,sjka,29,1157328.0
130160,4,2020-11-06,l3,26,1168812.0604217274
130131,4,2020-11-06,l3,27,1155261.5209624944
187753,4,2020-11-06,lanl,9,1260948.12
243859,4,2020-11-06,sjka,25,1379084.0
244439,4,2020-11-06,sjka,5,1148308.0
187700,4,2020-11-06,lanl,16,1644505.99235304
187647,4,2020-11-06,lanl,23,1600482.99967067
130508,4,2020-11-06,l3,14,1198633.6390269108
130682,4,2020-11-06,l3,8,1183113.610123244
243801,4,2020-11-06,sjka,27,1238904.0
130073,4,2020-11-06,l3,29,1199687.7866112362
130653,4,2020-11-06,l3,9,1193146.067046595
243830,4,2020-11-06,sjka,26,1267526.0
187726,4,2020-11-06,lanl,12,1298419.88330521
130334,4,2020-11-06,l3,20,1187860.1723632333
130421,4,2020-11-06,l3,17,1176862.6928435878
187620,4,2020-11-06,lanl,26,1326770.9747457
130305,4,2020-11-06,l3,21,1184661.385328052
244555,4,2020-11-06,sjka,1,1147419.0
244584,4,2020-11-06,sjka,0,1149157.0
130392,4,2020-11-06,l3,18,1179357.6125875085
130363,4,2020-11-06,l3,19,1184297.5074883872
130566,4,2020-11-06,l3,12,1210262.2003396896
187806,4,2020-11-06,lanl,2,1187782.79
130595,4,2020-11-06,l3,11,1208556.0816553142
130218,4,2020-11-06,l3,24,1187310.0240359968
130479,4,2020-11-06,l3,15,1188959.4896349525
130624,4,2020-11-06,l3,10,1204342.0695441845
130189,4,2020-11-06,l3,25,1200660.5621114844
130537,4,2020-11-06,l3,13,1204576.1396476706
244497,4,2020-11-06,sjka,3,1144904.0
130247,4,2020-11-06,l3,23,1170170.0807660331
130450,4,2020-11-06,l3,16,1175727.477801259
244526,4,2020-11-06,sjka,2,1142512.0
130276,4,2020-11-06,l3,22,1174436.9883473993
244033,4,2020-11-06,sjka,19,1047830.0
42820,4,2020-11-06,l2,20,1158798.2979188806
130856,4,2020-11-06,l3,2,1153381.5626973133
130885,4,2020-11-06,l3,1,1149991.5509741476
42849,4,2020-11-06,l2,19,1126362.4901510596
244294,4,2020-11-06,sjka,10,1152648.0
43371,4,2020-11-06,l2,1,1148134.791657478
244062,4,2020-11-06,sjka,18,1047649.0
130914,4,2020-11-06,l3,0,1149017.650841031
42791,4,2020-11-06,l2,21,1217228.58357648
43400,4,2020-11-06,l2,0,1149702.3639297883
243946,4,2020-11-06,sjka,22,1025210.0
42936,4,2020-11-06,l2,16,1152585.2747511086
244323,4,2020-11-06,sjka,9,1156636.0
42878,4,2020-11-06,l2,18,1113233.5834478708
244004,4,2020-11-06,sjka,20,1030407.0
42907,4,2020-11-06,l2,17,1123146.731078141
243975,4,2020-11-06,sjka,21,1041258.0
42617,4,2020-11-06,l2,27,1789246.1162387836
244149,4,2020-11-06,sjka,15,1139814.0
42646,4,2020-11-06,l2,26,1753303.980836525
244236,4,2020-11-06,sjka,12,1155506.0
42559,4,2020-11-06,l2,29,1808213.879209007
244207,4,2020-11-06,sjka,13,1138781.0
42588,4,2020-11-06,l2,28,1835492.2038612675
244178,4,2020-11-06,sjka,14,1136187.0
244091,4,2020-11-06,sjka,17,1052208.0
42733,4,2020-11-06,l2,23,1400663.4955086731
244265,4,2020-11-06,sjka,11,1152353.0
42762,4,2020-11-06,l2,22,1343974.7100301085
244120,4,2020-11-06,sjka,16,1085925.0
42675,4,2020-11-06,l2,25,1660512.8246886835
42704,4,2020-11-06,l2,24,1487239.6228139154
43197,4,2020-11-06,l2,7,1173964.1050309434
244352,4,2020-11-06,sjka,8,1162114.0
43226,4,2020-11-06,l2,6,1174742.8700467527
43023,4,2020-11-06,l2,13,1157056.5021132987
130740,4,2020-11-06,l3,6,1180916.5098146494
43139,4,2020-11-06,l2,9,1169275.2049936373
43110,4,2020-11-06,l2,10,1168060.6648272432
244381,4,2020-11-06,sjka,7,1159750.0
43052,4,2020-11-06,l2,12,1169293.3913136474
130769,4,2020-11-06,l3,5,1177155.3662680578
43168,4,2020-11-06,l2,8,1178409.4634242223
43081,4,2020-11-06,l2,11,1198790.8341847772
244410,4,2020-11-06,sjka,6,1160696.0
130711,4,2020-11-06,l3,7,1181211.2653809148
43342,4,2020-11-06,l2,2,1144364.4939232378
243917,4,2020-11-06,sjka,23,1017933.0
42965,4,2020-11-06,l2,15,1149609.0720952854
130827,4,2020-11-06,l3,3,1163374.0930928087
43313,4,2020-11-06,l2,3,1149224.460894392
130798,4,2020-11-06,l3,4,1174155.4862178045
43284,4,2020-11-06,l2,4,1157456.995112251
43255,4,2020-11-06,l2,5,1159051.823715537
42994,4,2020-11-06,l2,14,1158451.2436844085
130538,4,2020-11-07,l3,14,1236827.9691203877
130712,4,2020-11-07,l3,8,1210912.8711799807
130683,4,2020-11-07,l3,9,1213045.9183010657
187621,4,2020-11-07,lanl,27,1364497.15106178
130799,4,2020-11-07,l3,5,1202979.7220866303
130886,4,2020-11-07,l3,2,1174506.427793761
130857,4,2020-11-07,l3,3,1178711.851513853
130828,4,2020-11-07,l3,4,1190508.0052372764
130596,4,2020-11-07,l3,12,1241141.232185813
130625,4,2020-11-07,l3,11,1236584.553336504
43430,4,2020-11-07,l2,0,1173034.294672181
43401,4,2020-11-07,l2,1,1172920.627146213
130944,4,2020-11-07,l3,0,1173276.477849952
130654,4,2020-11-07,l3,10,1224222.8804205894
130741,4,2020-11-07,l3,7,1210572.777758198
43372,4,2020-11-07,l2,2,1170982.175430404
130567,4,2020-11-07,l3,13,1242977.5896596012
130915,4,2020-11-07,l3,1,1173118.7957834087
130770,4,2020-11-07,l3,6,1206347.135473506
244179,4,2020-11-07,sjka,15,1158847.0
42647,4,2020-11-07,l2,27,1834083.1060625168
244150,4,2020-11-07,sjka,16,1163113.0
42618,4,2020-11-07,l2,28,1872129.424073986
42589,4,2020-11-07,l2,29,1921007.603700261
244208,4,2020-11-07,sjka,14,1161631.0
244266,4,2020-11-07,sjka,12,1176537.0
244237,4,2020-11-07,sjka,13,1179905.0
244121,4,2020-11-07,sjka,17,1104571.0
243918,4,2020-11-07,sjka,24,1032644.0
42792,4,2020-11-07,l2,22,1249838.758230377
243947,4,2020-11-07,sjka,23,1039796.0
243976,4,2020-11-07,sjka,22,1056531.0
42821,4,2020-11-07,l2,21,1185910.476057689
42850,4,2020-11-07,l2,20,1150489.6144140011
244063,4,2020-11-07,sjka,19,1063695.0
42705,4,2020-11-07,l2,25,1548200.2720315335
244092,4,2020-11-07,sjka,18,1068266.0
42676,4,2020-11-07,l2,26,1735325.854326482
244005,4,2020-11-07,sjka,21,1045051.0
244034,4,2020-11-07,sjka,20,1063914.0
42763,4,2020-11-07,l2,23,1390448.5273570796
42734,4,2020-11-07,l2,24,1453474.1273674169
244295,4,2020-11-07,sjka,11,1176923.0
244527,4,2020-11-07,sjka,3,1163987.0
244556,4,2020-11-07,sjka,2,1169904.0
244440,4,2020-11-07,sjka,6,1169968.0
244469,4,2020-11-07,sjka,5,1176184.0
244498,4,2020-11-07,sjka,4,1166439.0
243773,4,2020-11-07,sjka,29,1255153.0
243802,4,2020-11-07,sjka,28,1268113.0
243831,4,2020-11-07,sjka,27,1298217.0
243860,4,2020-11-07,sjka,26,1421827.0
243889,4,2020-11-07,sjka,25,1054885.0
244585,4,2020-11-07,sjka,1,1171836.0
244614,4,2020-11-07,sjka,0,1172434.0
244353,4,2020-11-07,sjka,9,1187192.0
187648,4,2020-11-07,lanl,24,1657556.56808888
244324,4,2020-11-07,sjka,10,1181278.0
244411,4,2020-11-07,sjka,7,1185279.0
244382,4,2020-11-07,sjka,8,1184405.0
42879,4,2020-11-07,l2,19,1136164.0862503313
130219,4,2020-11-07,l3,25,1218339.474916158
130190,4,2020-11-07,l3,26,1232566.4636298874
130161,4,2020-11-07,l3,27,1198806.7191910497
130277,4,2020-11-07,l3,23,1204606.9703515042
130248,4,2020-11-07,l3,24,1200111.1786789296
130103,4,2020-11-07,l3,29,1211675.6564351912
130132,4,2020-11-07,l3,28,1184518.7546058327
187754,4,2020-11-07,lanl,10,1295804.47
187780,4,2020-11-07,lanl,6,1269508.76
187807,4,2020-11-07,lanl,3,1216653.3
130480,4,2020-11-07,l3,16,1220052.1268486455
130451,4,2020-11-07,l3,17,1205873.611521253
187674,4,2020-11-07,lanl,20,1395470.11331815
130509,4,2020-11-07,l3,15,1230427.4269055498
187701,4,2020-11-07,lanl,17,1707942.05636242
187727,4,2020-11-07,lanl,13,1334398.36889206
130335,4,2020-11-07,l3,21,1218856.7991965215
130306,4,2020-11-07,l3,22,1215450.659430577
130422,4,2020-11-07,l3,18,1207135.622096357
130393,4,2020-11-07,l3,19,1209796.03932792
130364,4,2020-11-07,l3,20,1215061.173416645
42995,4,2020-11-07,l2,15,1183878.6831698555
43053,4,2020-11-07,l2,13,1195853.164555031
43082,4,2020-11-07,l2,12,1230325.559783924
43111,4,2020-11-07,l2,11,1194773.016788377
43024,4,2020-11-07,l2,14,1182341.8007328252
42966,4,2020-11-07,l2,16,1174152.6569497725
43343,4,2020-11-07,l2,3,1166643.8946371183
42937,4,2020-11-07,l2,17,1179231.336782322
43285,4,2020-11-07,l2,5,1181446.7383368053
43198,4,2020-11-07,l2,8,1201526.2712477758
43256,4,2020-11-07,l2,6,1183355.385248957
43227,4,2020-11-07,l2,7,1202426.5875767053
43169,4,2020-11-07,l2,9,1206644.4781986536
43140,4,2020-11-07,l2,10,1196148.177100494
43314,4,2020-11-07,l2,4,1172242.8100066658
42908,4,2020-11-07,l2,18,1146990.775760401
187649,4,2020-11-08,lanl,25,1711077.18578955
42967,4,2020-11-08,l2,17,1198919.1818720484
42938,4,2020-11-08,l2,18,1206330.0580506537
42909,4,2020-11-08,l2,19,1171112.8061319145
130829,4,2020-11-08,l3,5,1218274.7741667067
130800,4,2020-11-08,l3,6,1232511.5614910813
43112,4,2020-11-08,l2,12,1221815.6749657935
130742,4,2020-11-08,l3,8,1240973.801339449
43083,4,2020-11-08,l2,13,1262670.9837218923
43054,4,2020-11-08,l2,14,1222765.3391072685
43025,4,2020-11-08,l2,15,1207896.1846416146
42996,4,2020-11-08,l2,16,1209584.2679265698
130771,4,2020-11-08,l3,7,1236262.8187974838
43141,4,2020-11-08,l2,11,1223364.9428435676
42880,4,2020-11-08,l2,20,1159319.0028462035
42793,4,2020-11-08,l2,23,1283292.9428801783
130916,4,2020-11-08,l3,2,1197725.4727227131
43373,4,2020-11-08,l2,3,1193750.9680957776
43402,4,2020-11-08,l2,2,1196101.6219485358
42764,4,2020-11-08,l2,24,1438849.7922777983
43431,4,2020-11-08,l2,1,1196240.961969523
130945,4,2020-11-08,l3,1,1197866.314739357
130858,4,2020-11-08,l3,4,1204598.4380485816
42822,4,2020-11-08,l2,22,1213500.5803515129
42851,4,2020-11-08,l2,21,1174911.0779504424
130887,4,2020-11-08,l3,3,1199543.8990489352
43170,4,2020-11-08,l2,10,1235350.7588733404
130336,4,2020-11-08,l3,22,1250662.2677583194
130568,4,2020-11-08,l3,14,1276577.3300714232
130307,4,2020-11-08,l3,23,1247040.1448099285
130278,4,2020-11-08,l3,24,1235551.9856891634
130365,4,2020-11-08,l3,21,1246623.9655233854
130394,4,2020-11-08,l3,20,1241020.0613894996
187675,4,2020-11-08,lanl,21,1439669.61264166
130510,4,2020-11-08,l3,16,1263064.54581942
187702,4,2020-11-08,lanl,18,1786258.97285637
187728,4,2020-11-08,lanl,14,1377885.06361287
187755,4,2020-11-08,lanl,11,1330054.04
187781,4,2020-11-08,lanl,7,1303257.45
187834,4,2020-11-08,lanl,0,1222269.05
130539,4,2020-11-08,l3,15,1269943.322674406
187622,4,2020-11-08,lanl,28,1403562.45303571
130481,4,2020-11-08,l3,17,1251957.8717395458
130452,4,2020-11-08,l3,18,1236792.7044477146
130423,4,2020-11-08,l3,19,1238187.2745180286
187808,4,2020-11-08,lanl,4,1243541.11
130684,4,2020-11-08,l3,10,1243735.5020821649
43344,4,2020-11-08,l2,4,1188808.987338662
43315,4,2020-11-08,l2,5,1195198.0920874544
43286,4,2020-11-08,l2,6,1205413.2833117018
43257,4,2020-11-08,l2,7,1207669.4113379498
43228,4,2020-11-08,l2,8,1230529.7737764118
43199,4,2020-11-08,l2,9,1229496.3048327006
130713,4,2020-11-08,l3,9,1241361.3250771794
130249,4,2020-11-08,l3,25,1230818.378339738
130597,4,2020-11-08,l3,13,1274604.9452019176
130220,4,2020-11-08,l3,26,1250179.8570631605
130626,4,2020-11-08,l3,12,1269690.228565364
130191,4,2020-11-08,l3,27,1265320.2205570526
130162,4,2020-11-08,l3,28,1229571.116385498
130133,4,2020-11-08,l3,29,1214516.9336584825
130655,4,2020-11-08,l3,11,1256109.1238854628
42619,4,2020-11-08,l2,29,1959078.5147698843
42648,4,2020-11-08,l2,28,1918838.3813533369
130974,4,2020-11-08,l3,0,1198678.035429856
42735,4,2020-11-08,l2,25,1508704.283590007
43460,4,2020-11-08,l2,0,1197848.3898874903
42706,4,2020-11-08,l2,26,1612125.1638845347
42677,4,2020-11-08,l2,27,1813852.718597672
243919,4,2020-11-08,sjka,25,1047143.0
244093,4,2020-11-08,sjka,19,1084101.0
244615,4,2020-11-08,sjka,1,1195017.0
244238,4,2020-11-08,sjka,14,1204427.0
244383,4,2020-11-08,sjka,9,1209149.0
243948,4,2020-11-08,sjka,24,1054152.0
244499,4,2020-11-08,sjka,5,1187740.0
244325,4,2020-11-08,sjka,11,1206046.0
244122,4,2020-11-08,sjka,18,1123068.0
244035,4,2020-11-08,sjka,21,1079788.0
244064,4,2020-11-08,sjka,20,1079531.0
244180,4,2020-11-08,sjka,16,1181548.0
244209,4,2020-11-08,sjka,15,1184526.0
244644,4,2020-11-08,sjka,0,1197805.0
244412,4,2020-11-08,sjka,8,1209928.0
244296,4,2020-11-08,sjka,12,1201316.0
243832,4,2020-11-08,sjka,28,1328786.0
243803,4,2020-11-08,sjka,29,1297221.0
243890,4,2020-11-08,sjka,26,1071052.0
244528,4,2020-11-08,sjka,4,1185249.0
243861,4,2020-11-08,sjka,27,1465169.0
244586,4,2020-11-08,sjka,2,1194458.0
244267,4,2020-11-08,sjka,13,1200836.0
243977,4,2020-11-08,sjka,23,1071570.0
244006,4,2020-11-08,sjka,22,1059458.0
244151,4,2020-11-08,sjka,17,1186481.0
244557,4,2020-11-08,sjka,3,1192296.0
244354,4,2020-11-08,sjka,10,1212399.0
244470,4,2020-11-08,sjka,6,1199303.0
244441,4,2020-11-08,sjka,7,1191368.0
43084,4,2020-11-09,l2,14,1295847.4181523507
130221,4,2020-11-09,l3,27,1282852.3635532868
244413,4,2020-11-09,sjka,9,1234613.0
187623,4,2020-11-09,lanl,29,1444193.55150518
130569,4,2020-11-09,l3,15,1311085.3270480852
130453,4,2020-11-09,l3,19,1268504.575571047
244500,4,2020-11-09,sjka,6,1208788.0
244442,4,2020-11-09,sjka,8,1212485.0
42649,4,2020-11-09,l2,29,2007752.683639964
130163,4,2020-11-09,l3,29,1261125.0054300958
43229,4,2020-11-09,l2,9,1259049.3749588786
244674,4,2020-11-09,sjka,0,1217732.0
130192,4,2020-11-09,l3,28,1298944.3634832436
244239,4,2020-11-09,sjka,15,1229028.0
244065,4,2020-11-09,sjka,21,1095144.0
130772,4,2020-11-09,l3,8,1266920.3682745977
130946,4,2020-11-09,l3,2,1222971.511895215
130743,4,2020-11-09,l3,9,1272138.2835510003
244123,4,2020-11-09,sjka,19,1141397.0
130366,4,2020-11-09,l3,22,1279006.642149004
130424,4,2020-11-09,l3,20,1270037.6815290414
130714,4,2020-11-09,l3,10,1272575.4065986236
43490,4,2020-11-09,l2,0,1217200.024399529
42968,4,2020-11-09,l2,18,1223901.4653672485
43461,4,2020-11-09,l2,1,1220804.4444899848
244587,4,2020-11-09,sjka,3,1216990.0
43374,4,2020-11-09,l2,4,1216415.5515936415
130830,4,2020-11-09,l3,6,1246689.1602926522
244558,4,2020-11-09,sjka,4,1214573.0
130917,4,2020-11-09,l3,3,1222848.2854124391
130395,4,2020-11-09,l3,21,1273049.9544590928
130859,4,2020-11-09,l3,5,1231053.5395783526
130888,4,2020-11-09,l3,4,1225115.1051156174
43171,4,2020-11-09,l2,11,1264528.098774206
244152,4,2020-11-09,sjka,18,1209901.0
43432,4,2020-11-09,l2,2,1219388.8576378955
130801,4,2020-11-09,l3,7,1262768.3753257724
43026,4,2020-11-09,l2,16,1233713.818049987
43403,4,2020-11-09,l2,3,1219221.1091790104
42997,4,2020-11-09,l2,17,1235562.444438358
131004,4,2020-11-09,l3,0,1222254.0678676695
42939,4,2020-11-09,l2,19,1233884.4617630946
130627,4,2020-11-09,l3,13,1303682.2044757253
244529,4,2020-11-09,sjka,5,1206283.0
130656,4,2020-11-09,l3,12,1288825.8799461734
130279,4,2020-11-09,l3,25,1267291.9441060317
244645,4,2020-11-09,sjka,1,1220775.0
130598,4,2020-11-09,l3,14,1308970.9085500422
244210,4,2020-11-09,sjka,16,1207448.0
130250,4,2020-11-09,l3,26,1262311.2819651137
43055,4,2020-11-09,l2,15,1250026.872317283
244094,4,2020-11-09,sjka,20,1099700.0
130685,4,2020-11-09,l3,11,1275201.5202409306
244181,4,2020-11-09,sjka,17,1204271.0
130337,4,2020-11-09,l3,23,1283297.6843756244
43200,4,2020-11-09,l2,10,1257870.5208166142
130975,4,2020-11-09,l3,1,1223941.4357594042
244616,4,2020-11-09,sjka,2,1217508.0
130308,4,2020-11-09,l3,24,1279450.638906326
243833,4,2020-11-09,sjka,29,1359166.0
42852,4,2020-11-09,l2,22,1199624.1426526809
130511,4,2020-11-09,l3,17,1296567.3651457613
187676,4,2020-11-09,lanl,22,1482311.58608752
243862,4,2020-11-09,sjka,28,1509029.0
243920,4,2020-11-09,sjka,26,1061419.0
244297,4,2020-11-09,sjka,13,1225795.0
42765,4,2020-11-09,l2,25,1489263.7164035975
243949,4,2020-11-09,sjka,25,1068269.0
243891,4,2020-11-09,sjka,27,1087017.0
243978,4,2020-11-09,sjka,24,1086365.0
244007,4,2020-11-09,sjka,23,1073620.0
244471,4,2020-11-09,sjka,7,1222362.0
187782,4,2020-11-09,lanl,8,1342566.85
43258,4,2020-11-09,l2,8,1231969.0452103436
43287,4,2020-11-09,l2,7,1229330.510098422
187729,4,2020-11-09,lanl,15,1408021.46291289
42910,4,2020-11-09,l2,20,1195509.5820492834
42794,4,2020-11-09,l2,24,1317612.1549004428
244036,4,2020-11-09,sjka,22,1095440.0
244326,4,2020-11-09,sjka,12,1230909.0
187703,4,2020-11-09,lanl,19,1870323.23004373
42678,4,2020-11-09,l2,28,1896265.0562160856
130482,4,2020-11-09,l3,18,1284697.987994299
187756,4,2020-11-09,lanl,12,1371607.67
43113,4,2020-11-09,l2,13,1249180.9479761417
43142,4,2020-11-09,l2,12,1250918.4555299005
42823,4,2020-11-09,l2,23,1241572.554109933
42736,4,2020-11-09,l2,26,1566467.7461071236
244355,4,2020-11-09,sjka,11,1237705.0
187835,4,2020-11-09,lanl,1,1253241.11
42881,4,2020-11-09,l2,21,1182693.5282729233
244268,4,2020-11-09,sjka,14,1225214.0
187650,4,2020-11-09,lanl,26,1766730.46163742
244384,4,2020-11-09,sjka,10,1233951.0
43316,4,2020-11-09,l2,6,1218065.0869237506
187809,4,2020-11-09,lanl,5,1274962.04
130540,4,2020-11-09,l3,16,1303945.3206675835
43345,4,2020-11-09,l2,5,1210834.0060512822
42707,4,2020-11-09,l2,27,1679155.3670206675
43375,4,2020-11-10,l2,5,1238950.511835737
43143,4,2020-11-10,l2,13,1278801.196692663
43172,4,2020-11-10,l2,12,1294175.9570389744
42795,4,2020-11-10,l2,25,1352817.9126459244
244095,4,2020-11-10,sjka,21,1115051.0
244530,4,2020-11-10,sjka,6,1227026.0
130396,4,2020-11-10,l3,22,1305906.517525385
244559,4,2020-11-10,sjka,5,1236691.0
130976,4,2020-11-10,l3,2,1249737.2888221687
244182,4,2020-11-10,sjka,18,1226999.0
42998,4,2020-11-10,l2,18,1261807.4330233634
130309,4,2020-11-10,l3,25,1312703.4796841394
130686,4,2020-11-10,l3,12,1307463.6162611952
43114,4,2020-11-10,l2,14,1276860.667561059
130338,4,2020-11-10,l3,24,1316784.7061346555
187757,4,2020-11-10,lanl,13,1415200.59
130860,4,2020-11-10,l3,6,1258089.6416929192
43317,4,2020-11-10,l2,7,1240818.710624308
43201,4,2020-11-10,l2,11,1286644.816211862
130889,4,2020-11-10,l3,5,1251231.4238540602
244617,4,2020-11-10,sjka,3,1239867.0
43056,4,2020-11-10,l2,16,1277634.4894554275
244153,4,2020-11-10,sjka,19,1233354.0
130802,4,2020-11-10,l3,8,1293767.9609218251
130773,4,2020-11-10,l3,9,1298338.1811242332
187810,4,2020-11-10,lanl,6,1310208.92
43288,4,2020-11-10,l2,8,1253172.24417141
244472,4,2020-11-10,sjka,8,1245323.0
244356,4,2020-11-10,sjka,12,1263078.0
42737,4,2020-11-10,l2,27,1626883.7083756817
130947,4,2020-11-10,l3,3,1248602.8703734828
130744,4,2020-11-10,l3,10,1304085.3970723078
187783,4,2020-11-10,lanl,9,1383076.23
244124,4,2020-11-10,sjka,20,1159539.0
43346,4,2020-11-10,l2,6,1232693.5614924051
42708,4,2020-11-10,l2,28,1749438.6388126947
43433,4,2020-11-10,l2,3,1242453.8627497796
